# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# GO ID	Branch	Name	Genes	Children	Parents
GO:0010468	P	regulation of gene expression	aaeR,accD,acnB,acrR,ada,adiY,aes,agaR,aidB,alaS,allR,allS,alpA,appY,araC,arcA,arfA,arfB,argP,argR,arsR,ascG,asnC,atoC,baeR,basR,bdcR,betI,bglJ,bluF,bluR,bssR,cadC,caiF,cdaR,cecR,chbR,chpB,cnu,comR,cpxP,cpxR,cra,creB,crl,crp,csgD,csiR,cspA,cspC,cspE,csrA,cueR,cusR,cusS,cytR,dcuR,dcuS,deaD,decR,deoR,dgcM,dgoR,dhaR,dicA,dicC,dinJ,dmlR,dpiA,ebgR,efp,envR,envY,ettA,eutR,evgA,exuR,fabR,fadR,feaR,feoC,fhlA,fis,fliA,fnr,frmR,ftsK,fur,gadE,gadW,gadX,galR,galS,gcvA,gcvR,glcC,glpR,glrR,gntR,greA,greB,gutM,hcaR,hchA,hdfR,hexR,hflX,hfq,hha,hicA,hicB,higA,higB,hipB,hns,hpf,hprR,hycA,hyfR,hypT,iclR,ilvL,insH-5,iraD,iraM,iraP,iscR,kdgR,kdpE,lacI,leuO,lexA,lgoR,lipB,lit,lldR,lrhA,lrp,lsrR,lysR,malI,malY,marA,marR,mazF,mcbR,melR,metR,mfd,mgtL,mhpR,miaA,mngR,mntR,mprA,mqsA,mqsR,mraZ,mtfA,mtlR,murR,nac,nagC,nanR,narL,narP,nemR,nhaR,nikR,nimR,norR,nrdR,nsrR,nusA,nusG,ogrK,ompR,oxyR,paaX,pdeL,pdeR,pdhR,pepA,pgrR,pheM,phoB,phoU,prlF,prmC,proQ,prpR,pspA,pspF,purR,putA,pyrL,raiA,rapA,ratA,rbbA,rbsR,rclR,rcnR,rcsB,rcsC,relE,rfaH,rhaR,rhaS,rhmR,rhoL,rmf,rne,rnlA,rnr,rof,rpiR,rplA,rplD,rplM,rplT,rplY,rpoE,rpoH,rppH,rpsA,rpsD,rpsG,rpsH,rpsJ,rpsL,rraB,rseP,rsfS,rtcR,rutR,sdiA,secM,selB,sfsA,sgrR,slmA,slyA,soxS,srlR,sspA,stpA,sutR,sxy,symE,tdcA,tdcR,thrL,thrS,tnaC,torI,torR,treR,trpR,ttdR,tyrR,uhpA,uidR,uof,valS,xapR,xylR,yafN,yafO,yafQ,yagI,yajL,ybcM,ybcQ,ybdO,ybeF,ybeY,ybhD,ybiH,yciT,ydcI,yddM,ydeO,ydiP,ydiV,yeaK,yebK,yefM,yehT,yfaX,yfeD,yfeR,yfhH,ygaV,ygbI,ygfI,yggD,yghO,ygiV,yhaJ,yhjC,yiaJ,yiaU,yidZ,yiiE,yijO,yjhI,ymfK,yneL,ynfL,yoeB,ypdB,ypdC,yqgF,yqhC,yqjI,zntR,zur,	GO:0006355,GO:1902796,GO:0010629,GO:0010608,GO:0010793,GO:0050684,GO:2000232,GO:0032922,GO:0036206,GO:0043484,GO:0040029,GO:0010628,GO:1900095,GO:0002331,GO:0060968,GO:1903317,GO:0061013,GO:2000235,GO:0007468,	GO:0060255,
GO:0010469	P	regulation of signaling receptor activity		GO:2000273,GO:1903667,GO:1900010,GO:0031551,GO:0060725,GO:0106040,GO:2000272,GO:1904603,GO:1904167,GO:1900276,GO:2000823,GO:0051394,GO:1904295,GO:1903547,GO:0099601,GO:0007176,GO:1900256,GO:0060300,	GO:0065009,GO:0009966,
GO:0010470	P	regulation of gastrulation		GO:0070587,GO:2000542,GO:0042665,GO:1904103,GO:0090013,GO:1905902,GO:0110073,GO:1904086,GO:2000543,GO:1903224,	GO:0045995,GO:0022603,
GO:0010476	P	gibberellin mediated signaling pathway		GO:0009740,	GO:0009755,
GO:0010477	P	response to sulfur dioxide		GO:0071252,	GO:1901700,GO:0010035,
GO:0010478	P	chlororespiration			GO:0022904,
GO:0010479	P	stele development			GO:0009888,
GO:0010480	P	microsporocyte differentiation			GO:0048533,GO:0003006,
GO:0010481	P	epidermal cell division			GO:0051301,
GO:0010482	P	regulation of epidermal cell division			GO:0051302,
GO:0010483	P	pollen tube reception			GO:0051703,GO:0044703,
GO:0010492	P	maintenance of shoot apical meristem identity			GO:0010074,
GO:0010493	P	Lewis a epitope biosynthetic process			GO:0033692,GO:1901137,
GO:0010495	P	long-distance posttranscriptional gene silencing			GO:0016441,
GO:0010496	P	intercellular transport		GO:1990349,GO:0010497,GO:0110077,	GO:0006810,GO:0009987,
GO:0010497	P	plasmodesmata-mediated intercellular transport		GO:1902588,	GO:0010496,
GO:0010498	P	proteasomal protein catabolic process	clpP,	GO:0043161,GO:0036503,GO:0010499,	GO:0051603,GO:0030163,
GO:0010499	P	proteasomal ubiquitin-independent protein catabolic process			GO:0010498,
GO:0010500	P	transmitting tissue development			GO:0048467,
GO:0010501	P	RNA secondary structure unwinding	cas3,dbpA,deaD,lhr,radD,recG,rhlB,rhlE,srmB,		GO:0016070,
GO:0010503	P	obsolete negative regulation of cell cycle arrest in response to nitrogen starvation			
GO:0010504	P	obsolete regulation of cell cycle arrest in response to nitrogen starvation			
GO:0010505	P	obsolete positive regulation of cell cycle arrest in response to nitrogen starvation			
GO:0010506	P	regulation of autophagy		GO:0016241,GO:1904051,GO:0039519,GO:0010507,GO:1904714,GO:1903146,GO:0010508,	GO:0031329,
GO:0010507	P	negative regulation of autophagy		GO:1904715,GO:1903147,GO:1904052,GO:0039521,GO:0016242,	GO:0031330,GO:0010506,
GO:0010508	P	positive regulation of autophagy		GO:0016239,GO:1904053,GO:0039520,GO:1903599,GO:0034263,GO:1904716,	GO:0010506,GO:0031331,
GO:0010509	P	polyamine homeostasis			GO:0048878,
GO:0010510	P	regulation of acetyl-CoA biosynthetic process from pyruvate			GO:0050812,
GO:0010511	P	regulation of phosphatidylinositol biosynthetic process		GO:0010513,GO:1902646,GO:0061901,GO:0010512,	GO:0071071,
GO:0010512	P	negative regulation of phosphatidylinositol biosynthetic process		GO:1902647,GO:0061902,	GO:0071072,GO:0010511,
GO:0010513	P	positive regulation of phosphatidylinositol biosynthetic process		GO:0061903,GO:1902648,	GO:0010511,GO:0071073,
GO:0010514	P	induction of conjugation with cellular fusion		GO:0031140,	GO:0031139,
GO:0010515	P	negative regulation of induction of conjugation with cellular fusion		GO:0100066,GO:1902625,	GO:0031138,
GO:0010516	P	negative regulation of cellular response to nitrogen starvation			GO:0032108,GO:0080135,GO:0010648,
GO:0010517	P	regulation of phospholipase activity		GO:1904005,GO:0010518,GO:0032429,GO:1900274,GO:0010519,	GO:0060191,
GO:0010518	P	positive regulation of phospholipase activity		GO:0032430,GO:1904007,GO:0031584,GO:0010863,	GO:0060193,GO:0010517,
GO:0010519	P	negative regulation of phospholipase activity		GO:1900138,GO:1900275,GO:1904006,	GO:0060192,GO:0010517,
GO:0010520	P	regulation of reciprocal meiotic recombination		GO:0045128,GO:0010845,GO:1905261,GO:0010946,	GO:0060631,GO:0000018,
GO:0010522	P	regulation of calcium ion transport into cytosol		GO:0010523,GO:0051279,GO:0010524,GO:1905664,	GO:0050794,GO:0051924,GO:0065008,GO:0060341,
GO:0010523	P	negative regulation of calcium ion transport into cytosol		GO:0051280,GO:1905949,GO:1901200,	GO:0010522,GO:0048523,GO:0051926,
GO:0010524	P	positive regulation of calcium ion transport into cytosol		GO:1901199,GO:1905665,GO:1901198,GO:0051281,	GO:0010522,GO:0048522,GO:0007204,GO:0051928,
GO:0010525	P	regulation of transposition, RNA-mediated		GO:0010527,GO:0010526,	GO:0010528,
GO:0010526	P	negative regulation of transposition, RNA-mediated			GO:0010525,GO:0010529,
GO:0010527	P	positive regulation of transposition, RNA-mediated			GO:0010525,GO:0010530,
GO:0010528	P	regulation of transposition	uup,	GO:0010525,GO:0010529,GO:0010530,GO:0000337,GO:0070894,	GO:0050794,
GO:0010529	P	negative regulation of transposition		GO:0070895,GO:0000335,GO:0010526,	GO:0010528,GO:0048523,
GO:0010530	P	positive regulation of transposition		GO:0070896,GO:0000336,GO:0010527,	GO:0048522,GO:0010528,
GO:0010533	P	regulation of activation of Janus kinase activity		GO:1902569,GO:0010536,	GO:0046425,GO:0045859,GO:0050730,
GO:0010536	P	positive regulation of activation of Janus kinase activity			GO:0050731,GO:0046427,GO:0010533,GO:0045860,
GO:0010540	P	basipetal auxin transport			GO:0009926,
GO:0010541	P	acropetal auxin transport			GO:0009926,
GO:0010543	P	regulation of platelet activation		GO:0010544,GO:0010572,GO:0090330,	GO:0030193,GO:0050865,
GO:0010544	P	negative regulation of platelet activation		GO:0090331,	GO:0050866,GO:0030195,GO:0010543,
GO:0010547	P	thylakoid membrane disassembly			GO:0030397,GO:0010027,
GO:0010548	P	regulation of thylakoid membrane disassembly			GO:0033043,GO:0010549,
GO:0010549	P	regulation of membrane disassembly		GO:1905557,GO:0010548,	GO:0051128,
GO:0010550	P	regulation of PSII associated light-harvesting complex II catabolic process			GO:1903362,
GO:0010555	P	response to mannitol		GO:0071325,	GO:0009743,
GO:0010556	P	regulation of macromolecule biosynthetic process	aaeR,accD,acnB,acrR,ada,adiY,aes,agaR,aidB,alaS,allR,allS,alpA,appY,araC,arcA,arfA,arfB,argP,argR,arsR,ascG,asnC,atoC,baeR,basR,bdcR,betI,bglJ,bluF,bluR,cadC,caiF,cdaR,cecR,chbR,cnu,comR,cpxP,cpxR,cra,creB,crl,crp,csgD,csiR,cspA,cspC,cspD,cspE,csrA,cueR,cusR,cytR,dcuR,dcuS,deaD,decR,deoR,dgcM,dgoR,dhaR,diaA,dicA,dicC,dinJ,dmlR,dnaA,dnaJ,dnaK,dpiA,ebgR,efp,envR,envY,ettA,eutR,evgA,exuR,fabR,fadR,feaR,feoC,fhlA,fis,fliA,fliZ,fnr,frmR,ftsK,fur,gadE,gadW,gadX,galR,galS,gcvA,gcvR,glcC,glpR,glrR,gntR,greA,greB,gutM,hcaR,hchA,hda,hdfR,hexR,hflX,hfq,hicB,higA,higB,hipB,hns,holC,hpf,hprR,hycA,hyfR,hypT,iclR,ilvL,insH-5,iraD,iraM,iraP,iscR,kdgR,kdpE,lacI,leuO,lexA,lgoR,lit,lldR,lrhA,lrp,lsrR,malI,malY,marA,marR,mcbR,melR,metR,mfd,mgtL,mhpR,miaA,mngR,mntR,mprA,mqsA,mqsR,mraZ,mtfA,mtlR,murR,nac,nagC,nanR,narL,narP,nemR,nhaR,nikR,nimR,norR,nrdR,nsrR,nusA,nusG,ogrK,ompR,opgD,oxyR,paaX,pdeL,pdhR,pepA,pgrR,pheM,phoB,prlF,prpR,pspA,pspC,pspF,purR,putA,pyrL,raiA,rapA,ratA,rbbA,rbsR,rclR,rcnR,rcsB,rcsC,relE,rfaH,rhaR,rhaS,rhmR,rhoL,rmf,rof,rpiR,rplA,rplD,rplM,rplT,rplY,rpoE,rpoH,rpsA,rpsD,rpsG,rpsJ,rseB,rseP,rsfS,rssB,rtcR,rutR,sbmC,sdiA,secM,selB,seqA,sfsA,sgrR,slmA,slyA,soxS,srlR,sspA,stpA,sutR,sxy,tdcA,tdcR,thrL,thrS,tnaC,torI,torR,treR,trpR,ttdR,tus,tyrR,uhpA,uidR,uof,valS,xapR,xylR,yafN,yafO,yagI,yajL,ybcM,ybcQ,ybdO,ybeF,ybeY,ybhD,ybiH,yciT,ydcI,yddM,ydeO,ydiP,ydiV,yeaK,yebK,yefM,yehT,yfaX,yfeD,yfeR,yfhH,ygaV,ygbI,ygfI,yggD,yghO,ygiV,yhaJ,yhjC,yiaJ,yiaU,yidZ,yiiE,yijO,yjhI,ymfK,yneL,ynfL,yoeB,ypdB,ypdC,yqgF,yqhC,yqjI,zntR,zur,	GO:0045343,GO:2001141,GO:0042035,GO:0002640,GO:0090153,GO:0032885,GO:0010869,GO:0045346,GO:0010557,GO:0045113,GO:0051769,GO:0010558,GO:0050758,GO:2000112,GO:1901957,	GO:0060255,GO:0009889,
GO:0010557	P	positive regulation of macromolecule biosynthetic process	aaeR,ada,adiY,allS,alpA,appY,arcA,argP,asnC,atoC,baeR,bglJ,cadC,cdaR,cecR,cnu,cpxR,creB,crl,crp,csgD,cueR,dcuR,deaD,decR,diaA,dmlR,fadR,feaR,fhlA,ftsK,gadX,glrR,gntR,hcaR,hfq,holC,hprR,insH-5,iraD,iraM,iraP,lrhA,marA,mntR,nac,nhaR,norR,ogrK,ompR,pdeL,pdhR,prpR,pspC,pspF,rapA,rbbA,rbsR,rclR,rcsB,rfaH,rpsD,rseP,rtcR,rutR,sdiA,sfsA,sgrR,slyA,sspA,sutR,tdcA,tdcR,ttdR,valS,xapR,ydeO,yeaK,yhaJ,yqhC,yqjI,zntR,	GO:2001008,GO:0002642,GO:0045727,GO:0042108,GO:1903061,GO:0045726,GO:0051770,GO:0060635,GO:0045348,GO:0046985,GO:0050759,GO:0045345,GO:0045740,GO:1902680,GO:0045725,GO:1901959,GO:2000573,GO:1900127,GO:0010870,GO:0010560,	GO:0009891,GO:0010604,GO:0010556,
GO:0010558	P	negative regulation of macromolecule biosynthetic process	accD,acrR,ada,aidB,alaS,allR,arcA,argP,argR,ascG,asnC,bdcR,betI,bluR,cecR,chbR,comR,cpxP,cpxR,crp,cspA,cspC,cspD,cspE,csrA,cytR,deoR,dinJ,dmlR,ebgR,efp,envR,ettA,exuR,fabR,fadR,frmR,fur,glpR,gntR,hcaR,hda,hdfR,hfq,higB,hipB,hpf,hprR,iclR,kdgR,lacI,lexA,lrhA,malI,marA,marR,mcbR,mhpR,mngR,mntR,mprA,mqsR,mraZ,mtlR,murR,nac,nemR,nimR,nrdR,paaX,pdhR,pgrR,prlF,prpR,pspF,purR,putA,raiA,ratA,rcnR,rcsB,relE,rhmR,rmf,rpiR,rplA,rplD,rplM,rplT,rplY,rpsA,rpsD,rpsG,rsfS,rutR,sbmC,seqA,sgrR,slyA,srlR,sutR,thrS,torI,treR,tus,tyrR,uidR,yafO,yagI,ydcI,yefM,yfaX,ygaV,yggD,ygiV,yiaJ,yjhI,yoeB,yqjI,zur,	GO:1900126,GO:0045344,GO:0045347,GO:0042036,GO:1901958,GO:0051771,GO:1902679,GO:0050760,GO:0045720,GO:0010871,GO:2000113,GO:0002641,	GO:0010556,GO:0009890,GO:0010605,
GO:0010559	P	regulation of glycoprotein biosynthetic process		GO:2000559,GO:0045223,GO:0010561,GO:0042984,GO:0060049,GO:0010908,GO:0051543,GO:0010560,GO:0045219,	GO:1903018,GO:2000112,
GO:0010560	P	positive regulation of glycoprotein biosynthetic process		GO:0042986,GO:2000526,GO:0045224,GO:2000560,GO:1902730,GO:0045220,GO:0051544,GO:0060050,	GO:0010557,GO:1903020,GO:0031328,GO:0010559,
GO:0010561	P	negative regulation of glycoprotein biosynthetic process		GO:1902729,GO:0045221,GO:0060051,GO:0045225,GO:0042985,GO:0051545,	GO:2000113,GO:1903019,GO:0010559,
GO:0010562	P	positive regulation of phosphorus metabolic process	cheA,ptsN,	GO:1900502,GO:1901415,GO:0045937,GO:1900979,GO:1900496,GO:1900499,	GO:0051174,GO:0031325,
GO:0010563	P	negative regulation of phosphorus metabolic process	phoU,purR,	GO:1900978,GO:1900498,GO:1900495,GO:0010905,GO:1901414,GO:1900501,GO:0045936,	GO:0051174,GO:0031324,
GO:0010564	P	regulation of cell cycle process	minC,minE,sdiA,slmA,sulA,	GO:0032875,GO:0071156,GO:0033045,GO:1904289,GO:0010695,GO:0043940,GO:1905818,GO:1903341,GO:0007088,GO:0090235,GO:1905557,GO:0070316,GO:0051988,GO:0032465,GO:1903450,GO:0110044,GO:0010948,GO:0033262,GO:0090224,GO:0040020,GO:1901987,GO:0060069,GO:1903538,GO:0090068,GO:0046605,	GO:0051726,
GO:0010565	P	regulation of cellular ketone metabolic process	accC,fadR,glnB,glnE,tnaC,trpL,	GO:1900698,GO:1900052,GO:0070857,GO:0010566,GO:0010371,GO:0006521,GO:0045734,GO:0010337,GO:2000082,GO:1900686,GO:1900683,GO:0032344,GO:2000874,GO:2001029,GO:0019217,GO:0033244,GO:0010322,GO:0010115,GO:0072364,GO:0007553,GO:1901466,GO:0010567,GO:1900339,	GO:0062012,GO:0031323,
GO:0010566	P	regulation of ketone biosynthetic process		GO:1900394,GO:1900183,GO:0010795,GO:1900664,GO:1900840,GO:1900852,GO:2000224,GO:1900843,GO:2000064,GO:1900707,GO:1900379,GO:2000182,GO:0007554,GO:1900667,GO:1900846,GO:1903454,GO:1900710,GO:0032347,GO:1900732,	GO:0010565,GO:0031326,
GO:0010567	P	regulation of ketone catabolic process			GO:0010565,GO:0031329,
GO:0010568	P	regulation of budding cell apical bud growth			GO:2000241,GO:0040008,GO:0007116,
GO:0010569	P	regulation of double-strand break repair via homologous recombination		GO:1905168,GO:1901591,GO:2000042,	GO:2000779,GO:0000018,
GO:0010570	P	regulation of filamentous growth		GO:1900428,GO:0060258,GO:0090033,	GO:0040008,
GO:0010571	P	positive regulation of nuclear cell cycle DNA replication		GO:1904514,GO:0032215,GO:1903465,	GO:0033262,GO:2000105,GO:0090068,
GO:0010572	P	positive regulation of platelet activation		GO:1901731,	GO:0050867,GO:0030194,GO:0010543,
GO:0010573	P	vascular endothelial growth factor production			GO:0001816,
GO:0010574	P	regulation of vascular endothelial growth factor production		GO:0010575,GO:1904046,	GO:0001817,
GO:0010575	P	positive regulation of vascular endothelial growth factor production			GO:0010574,GO:0001819,
GO:0010578	P	regulation of adenylate cyclase activity involved in G-protein coupled receptor signaling pathway			GO:0045761,
GO:0010581	P	regulation of starch biosynthetic process			GO:2000904,GO:0010962,
GO:0010582	P	floral meristem determinacy			GO:0003006,GO:0010022,
GO:0010583	P	response to cyclopentenone		GO:0071410,	GO:0014070,
GO:0010584	P	pollen exine formation			GO:0010208,
GO:0010585	P	glutamine secretion			GO:0046717,GO:0006868,GO:0032940,
GO:0010586	P	miRNA metabolic process		GO:0010587,GO:0044747,GO:0061715,	GO:0034660,
GO:0010587	P	miRNA catabolic process			GO:0034661,GO:0010586,
GO:0010588	P	cotyledon vascular tissue pattern formation			GO:0010051,GO:0022414,
GO:0010589	P	leaf proximal/distal pattern formation			GO:0009954,
GO:0010590	P	regulation of cell separation after cytokinesis		GO:2001043,GO:2001042,	GO:0051302,
GO:0010591	P	regulation of lamellipodium assembly		GO:0010592,GO:0010593,	GO:0120032,GO:1902743,
GO:0010592	P	positive regulation of lamellipodium assembly			GO:0010591,GO:1902745,GO:0120034,
GO:0010593	P	negative regulation of lamellipodium assembly			GO:0010591,GO:1902744,GO:0120033,
GO:0010594	P	regulation of endothelial cell migration		GO:2001026,GO:0043535,GO:0010596,GO:0010595,	GO:0010632,
GO:0010595	P	positive regulation of endothelial cell migration		GO:2001028,GO:0043536,	GO:0010634,GO:0010594,
GO:0010596	P	negative regulation of endothelial cell migration		GO:2001027,GO:0043537,	GO:0010633,GO:0010594,
GO:0010597	P	green leaf volatile biosynthetic process			GO:0019372,
GO:0010599	P	production of lsiRNA involved in RNA interference			GO:0070918,
GO:0010600	P	regulation of auxin biosynthetic process		GO:0010601,GO:1901996,	GO:0046885,GO:0090354,
GO:0010601	P	positive regulation of auxin biosynthetic process			GO:0046886,GO:0090355,GO:0010600,
GO:0010602	P	regulation of 1-aminocyclopropane-1-carboxylate metabolic process			GO:0006521,
GO:0010603	P	regulation of cytoplasmic mRNA processing body assembly		GO:0010607,GO:0010606,	GO:0043254,GO:1902115,
GO:0010604	P	positive regulation of macromolecule metabolic process	aaeR,ada,adiY,allS,alpA,appY,arcA,argP,asnC,atoC,baeR,bglJ,cadC,cdaR,cecR,cheA,cnu,cpxR,creB,crl,crp,csgD,cueR,cusR,cusS,dcuR,deaD,decR,diaA,dmlR,fadR,feaR,fhlA,ftsK,gadX,glrR,gntR,greB,hcaR,hfq,holC,hprR,insH-5,iraD,iraM,iraP,lrhA,lysR,marA,mntR,nac,nhaR,norR,ogrK,ompR,pdeL,pdhR,prpR,pspC,pspF,ptsH,ptsN,rapA,rbbA,rbsR,rclR,rcsB,rfaH,rppH,rpsD,rpsL,rseP,rssB,rtcR,rutR,sdiA,sfsA,sgrR,slyA,sspA,sspB,sutR,tdcA,tdcR,ttdR,valS,xapR,ydeO,yeaK,yhaJ,yqhC,yqjI,zntR,	GO:2000990,GO:2000935,GO:2000968,GO:0051254,GO:2000926,GO:0051054,GO:0002092,GO:2000646,GO:2000944,GO:0032075,GO:1903343,GO:1901969,GO:2000999,GO:2001005,GO:0001921,GO:0051247,GO:2000950,GO:0010628,GO:2000906,GO:0010557,GO:2000914,GO:2000993,GO:0070875,	GO:0009893,GO:0060255,
GO:0010605	P	negative regulation of macromolecule metabolic process	accD,acrR,ada,aidB,alaS,allR,arcA,argP,argR,ascG,asnC,bdcR,betI,bluR,cecR,chbR,cheA,comR,cpxP,cpxR,crp,cspA,cspC,cspD,cspE,csrA,cytR,deaD,deoR,dinJ,dmlR,ebgR,eco,efp,envR,ettA,exuR,fabR,fadR,flgM,frmR,fur,glpR,gntR,hcaR,hda,hdfR,hfq,hicA,higB,hipB,hns,hpf,hprR,iclR,iraD,iraM,iraP,kdgR,lacI,lexA,lipB,lrhA,malI,marA,marR,mazF,mcbR,mhpR,mngR,mntR,mprA,mqsR,mraZ,mtlR,murR,nac,nemR,nimR,nrdR,paaX,pdhR,pgrR,phoU,prlF,prpR,pspF,purR,putA,raiA,ratA,rcnR,rcsB,relE,rhmR,rmf,rne,rnlA,rnlB,rnr,rpiR,rplA,rplD,rplM,rplT,rplY,rppH,rpsA,rpsD,rpsG,rraA,rraB,rsfS,rutR,sbmC,seqA,sgrR,slyA,srlR,stpA,sutR,symE,thrS,torI,treR,tus,tyrR,uidR,yafO,yafQ,yagI,ydcI,yefM,yfaX,yfhM,ygaV,yggD,ygiV,yiaJ,yjhI,ymdB,yoeB,yqjI,zur,	GO:2000645,GO:0070874,GO:2000905,GO:0010629,GO:2001004,GO:2000989,GO:0051253,GO:2000943,GO:2000992,GO:2000949,GO:0001920,GO:2000913,GO:2000925,GO:0051053,GO:0010904,GO:1903342,GO:2000967,GO:0051248,GO:0010558,GO:2000998,GO:2000907,GO:2000934,GO:0002091,GO:0032074,	GO:0009892,GO:0060255,
GO:0010606	P	positive regulation of cytoplasmic mRNA processing body assembly			GO:0031334,GO:0010603,GO:1902117,
GO:0010607	P	negative regulation of cytoplasmic mRNA processing body assembly			GO:1902116,GO:0010603,GO:0031333,
GO:0010608	P	posttranscriptional regulation of gene expression	accD,acnB,arfA,arfB,chpB,csrA,deaD,efp,ettA,hflX,hfq,higB,hns,hpf,lit,miaA,mqsR,pdeR,proQ,raiA,ratA,rbbA,relE,rfaH,rmf,rplA,rplD,rplM,rplT,rplY,rppH,rpsA,rpsD,rpsG,rpsH,rsfS,secM,selB,thrS,uof,valS,yafO,yeaK,yoeB,	GO:1904739,GO:0016441,GO:0010609,GO:0006417,GO:0043487,	GO:0010468,
GO:0010609	P	mRNA localization resulting in posttranscriptional regulation of gene expression			GO:0008298,GO:0010608,
GO:0010610	P	regulation of mRNA stability involved in response to stress		GO:2000815,	GO:0043488,
GO:0010611	P	regulation of cardiac muscle hypertrophy		GO:0010614,GO:0061050,GO:1903242,GO:0010613,	GO:0043502,GO:0014743,
GO:0010612	P	regulation of cardiac muscle adaptation		GO:0010615,GO:0010616,GO:1903242,	GO:0043502,
GO:0010613	P	positive regulation of cardiac muscle hypertrophy		GO:1903244,GO:0061051,	GO:0014742,GO:0010611,
GO:0010614	P	negative regulation of cardiac muscle hypertrophy		GO:1903243,GO:0061052,	GO:0014741,GO:0010611,
GO:0010615	P	positive regulation of cardiac muscle adaptation		GO:1903244,	GO:0010612,GO:0014744,
GO:0010616	P	negative regulation of cardiac muscle adaptation		GO:1903243,	GO:0014745,GO:0010612,
GO:0010617	P	circadian regulation of calcium ion oscillation			GO:0007623,GO:0051480,
GO:0010618	P	aerenchyma formation			GO:0048646,
GO:0010619	P	adenylate cyclase-activating glucose-activated G-protein coupled receptor signaling pathway			GO:0007189,
GO:0010620	P	negative regulation of transcription by transcription factor catabolism			GO:0045892,GO:0036369,
GO:0010621	P	negative regulation of transcription by transcription factor localization		GO:1990260,	GO:0045892,GO:0034613,
GO:0010622	P	specification of ovule identity			GO:0003006,GO:0003002,
GO:0010623	P	programmed cell death involved in cell development		GO:0010198,GO:0055045,GO:0035096,GO:0046666,GO:0035234,GO:0045476,GO:0035071,	GO:0012501,GO:0048869,
GO:0010624	P	regulation of Schwann cell proliferation		GO:1905044,GO:0010625,GO:0010626,	GO:0060251,
GO:0010625	P	positive regulation of Schwann cell proliferation		GO:1905046,	GO:0060252,GO:0010624,
GO:0010626	P	negative regulation of Schwann cell proliferation		GO:1905045,	GO:0010624,GO:0060253,
GO:0010628	P	positive regulation of gene expression	aaeR,ada,adiY,allS,alpA,appY,arcA,argP,asnC,atoC,baeR,bglJ,cadC,cdaR,cecR,cnu,cpxR,creB,crl,crp,csgD,cueR,cusR,cusS,dcuR,deaD,decR,dmlR,fadR,feaR,fhlA,ftsK,gadX,glrR,gntR,hcaR,hfq,hprR,insH-5,iraD,iraM,iraP,lrhA,lysR,marA,mntR,nac,nhaR,norR,ogrK,ompR,pdeL,pdhR,prpR,pspF,rapA,rbbA,rbsR,rclR,rcsB,rfaH,rpsD,rpsL,rseP,rtcR,rutR,sdiA,sfsA,sgrR,slyA,sspA,sutR,tdcA,tdcR,ttdR,valS,xapR,ydeO,yeaK,yhaJ,yqhC,yqjI,zntR,	GO:0033120,GO:0045815,GO:0050685,GO:1903319,GO:0045727,GO:0045893,GO:0045872,GO:1902373,GO:0036207,GO:2000237,GO:0060969,GO:2000234,GO:1902798,GO:1903800,GO:1903705,GO:1905870,	GO:0010604,GO:0010468,
GO:0010629	P	negative regulation of gene expression	accD,acrR,ada,aidB,alaS,allR,arcA,argP,argR,ascG,asnC,bdcR,betI,bluR,cecR,chbR,comR,cpxP,cpxR,crp,cspA,cspC,cspE,csrA,cytR,deoR,dinJ,dmlR,ebgR,efp,envR,ettA,exuR,fabR,fadR,frmR,fur,glpR,gntR,hcaR,hdfR,hfq,hicA,higB,hipB,hns,hpf,hprR,iclR,kdgR,lacI,lexA,lipB,lrhA,malI,marA,marR,mazF,mcbR,mhpR,mngR,mntR,mprA,mqsR,mraZ,mtlR,murR,nac,nemR,nimR,nrdR,paaX,pdhR,pgrR,phoU,prlF,prpR,pspF,purR,putA,raiA,ratA,rcnR,rcsB,relE,rhmR,rmf,rne,rnlA,rnr,rpiR,rplA,rplD,rplM,rplT,rplY,rppH,rpsA,rpsD,rpsG,rraB,rsfS,rutR,sgrR,slyA,srlR,stpA,sutR,symE,thrS,torI,treR,tyrR,uidR,yafO,yafQ,yagI,ydcI,yefM,yfaX,ygaV,yggD,ygiV,yiaJ,yjhI,yoeB,yqjI,zur,	GO:2000233,GO:1903704,GO:1903318,GO:0050686,GO:0045871,GO:0017148,GO:1902797,GO:0039657,GO:1903799,GO:0045892,GO:0016458,GO:0006402,GO:0036208,GO:0033119,GO:0045814,GO:2000236,	GO:0010468,GO:0010605,
