# From get_uniq_lowest_levels_v2.pl on Tue Apr 21 11:50:01 2020
# Input = all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0006950	3	503	acnA,acrZ,ada,add,adhP,ahpC,ahpF,aidB,alaA,aldB,alkA,alkB,allR,appA,appY,aqpZ,argB,argF,argT,ariR,arsC,asd,asnA,atl,azoR,barA,bcp,betA,betB,betI,betT,bipA,blc,blr,bsmA,btsT,btuE,cas1,ccp,cho,clpA,clpB,clpP,clpS,cnoX,cobU,cpdB,cpsB,cspA,cspB,cspD,cspG,cspI,cstA,cysD,cysG,dam,dctA,dcyD,ddpX,deaD,degP,deoA,deoB,deoC,deoD,dgcN,dhaK,dhaM,dinB,dinD,dinG,dinI,dinQ,dnaJ,dnaK,dnaN,dnaQ,dps,dsbB,dsdA,dsdX,dtd,efeB,efeO,elaB,emrE,emrK,emrY,entS,eutD,eutN,exoX,fdoG,fdoI,feoA,feoB,fepB,fimB,flgH,flgI,fnr,frdA,fre,fsr,ftnA,ftsK,ftsP,fumB,fumC,gabP,gadW,gadX,glaH,glcD,glgA,glgB,glgX,gloB,glpK,glrK,glxR,gntR,gor,gph,gpmM,gpp,gpr,groL,groS,grpE,grxC,gshA,gsiB,gstA,hchA,hcp,helD,hflC,hflD,hflK,hflX,hisA,hmp,hokE,hprS,hscA,hslJ,hslO,hslR,hslU,hslV,hspQ,htpG,hupA,hyfC,hyfF,ibpA,ibpB,icd,idi,infC,insK,iprA,iraD,iraM,iraP,katE,katG,kdgK,kdpD,lamB,ldhA,ldtD,lepA,leuB,lexA,ligA,ligB,lldP,lldR,loiP,lon,lpd,lpxP,lsrR,malE,malF,marR,mazG,mdtK,mfd,mglA,mglC,mgtS,miaA,mlaB,mltC,mmuM,mngR,mntH,moaA,modF,mrr,mscM,msrA,msrB,msrP,mug,mutH,mutL,mutM,mutS,mutT,mutY,nadE,nagE,nanK,napF,narX,narY,nei,nfeF,nfeR,nfi,nfo,nfuA,nhaA,nikE,norV,norW,nth,nudF,nudG,ogt,ompA,ompC,opgG,opgH,oppA,osmC,osmE,osmF,osmY,otsA,otsB,oxyR,paaJ,paoC,patZ,pdeD,pdeF,pfkB,pflA,pgi,phoQ,phoR,phoU,phr,pncB,pnp,polA,polB,priA,proP,proQ,proV,proW,proX,psiE,pspA,pspB,pspD,pspG,pstA,pstS,purA,purB,purD,purN,putA,puuP,pykF,qorA,radA,radD,raiA,rbfA,rclA,rclB,rclC,rcnB,rcsC,rcsF,recA,recB,recC,recD,recF,recG,recJ,recN,recO,recQ,recR,recX,relA,relE,rep,rfbC,rfbX,rhlE,rhsD,rihC,rimK,rnhB,rnr,rnt,rplK,rpmF,rpoD,rpoE,rpoH,rseC,rtcB,rusA,rutE,ruvA,ruvB,ruvC,sanA,sbcB,sbcC,sbcD,sbmC,sgbU,slyA,slyD,sodA,solA,soxR,spoT,ssb,sseA,sspA,ssuD,ssuE,sufA,sufD,sufE,sulA,symE,tag,tas,tatD,tauA,tauB,tauC,thiH,tig,tisB,tktA,tpx,treA,treC,treF,ttdB,ubiG,ubiH,udp,umuC,umuD,ung,uspC,uspD,uspE,uspF,uvrA,uvrB,uvrC,uvrD,uxuA,ves,vsr,waaH,wrbA,xthA,yaaA,yaaU,yaaY,yadC,yafN,yafO,yafP,yaiP,yajL,yajQ,ybaM,ybaT,ybaV,ybcM,ybdG,ybeQ,ybeY,ybfE,ybgI,ybhJ,ybhR,ybiJ,ybiO,ybiT,ybiX,ybjD,ybjX,yccX,ycdY,yceK,ycfL,ycgB,ychF,ychH,yciF,yciT,ycjU,ycjW,ydbK,ydeI,ydeM,ydfK,ydhQ,ydiQ,ydiZ,ydjM,yeaD,yeaG,yebG,yebK,yebS,yedF,yegP,yehB,yfbU,yfcA,yfcF,yfcG,yfdK,yfdO,yfdS,yfgG,yfgI,ygcW,ygfI,yggE,yggT,yggX,yghG,ygiW,ygjK,yhaC,yhbO,yhbQ,yhcF,yhcH,yhcN,yiaA,yiaB,yiaO,yibA,yibH,yidH,yidQ,yjaA,yjaZ,yjeI,yjhC,yjiA,yjiM,yjiX,yjjB,yjjU,ykfM,ykgM,ynaE,ynaI,ynhF,yoaA,yobF,yodD,yohC,yphB,yqcG,yqgF,yqhD,yqiH,yqiJ,yraJ,yraP,yrfG,ytfE,ytfK,zinT,zraP,zraS,	response to stress
GO:0051599	4	1	mrr,	response to hydrostatic pressure
GO:0097501	4	3	ibpB,ybaT,yfgG,	stress response to metal ion
GO:1990532	5	1	yfgG,	stress response to nickel ion
GO:1990169	5	2	ibpB,ybaT,	stress response to copper ion
GO:0009271	4	4	pspA,pspB,pspD,pspG,	phage shock
GO:0033554	4	315	acrZ,ada,add,adhP,ahpC,aidB,alaA,aldB,alkA,alkB,allR,appA,appY,argB,argF,argT,arsC,asd,asnA,atl,betT,blc,blr,bsmA,btsT,cas1,cho,cobU,cpdB,cstA,dam,dctA,dcyD,deaD,deoA,deoB,deoC,deoD,dgcN,dhaK,dhaM,dinB,dinD,dinG,dinI,dinQ,dnaN,dnaQ,dsdA,dsdX,efeB,elaB,emrE,emrK,emrY,entS,eutN,exoX,fdoG,fdoI,feoA,feoB,fepB,fimB,flgI,frdA,fsr,ftnA,fumB,gabP,gadW,gadX,glcD,glgA,glgB,glgX,glpK,glxR,gntR,gph,gpr,gsiB,hchA,helD,hisA,hokE,hprS,hscA,hslR,htpG,hupA,hyfC,hyfF,idi,insK,iraD,iraM,iraP,katE,kdgK,lamB,ldtD,leuB,lexA,ligA,ligB,lldP,lldR,loiP,lon,malE,malF,mazG,mfd,mglA,mglC,mgtS,miaA,mlaB,mmuM,modF,mug,mutH,mutL,mutM,mutS,mutT,mutY,nadE,nagE,nanK,narX,narY,nei,nfeF,nfeR,nfi,nfo,nfuA,nikE,nth,nudG,ogt,ompA,ompC,otsA,otsB,oxyR,paaJ,paoC,pdeD,pdeF,pfkB,pflA,phoQ,phoR,phoU,phr,polA,polB,priA,proQ,psiE,pstA,pstS,purA,purB,purD,purN,puuP,radA,radD,rbfA,rcnB,rcsF,recA,recB,recC,recD,recF,recG,recJ,recN,recO,recQ,recR,recX,relE,rep,rfbC,rfbX,rhsD,rihC,rimK,rnhB,rnt,rplK,rtcB,rusA,rutE,ruvA,ruvB,ruvC,sbcB,sbcC,sbcD,sbmC,sgbU,solA,ssb,sseA,ssuE,sulA,symE,tag,tas,tauA,tauB,tauC,thiH,tisB,treA,treC,udp,umuC,umuD,ung,uspC,uvrA,uvrB,uvrC,uvrD,uxuA,ves,vsr,waaH,xthA,yaaY,yadC,yafN,yafO,yafP,yaiP,yajL,yajQ,ybaM,ybaV,ybcM,ybfE,ybgI,ybhR,ybiJ,ybiX,ybjD,ybjX,ycdY,yceK,ycfL,ycgB,yciF,yciT,ycjU,ycjW,ydeM,ydhQ,ydiQ,ydiZ,ydjM,yeaD,yeaG,yebG,yebK,yedF,yegP,yehB,yfbU,yfgI,ygcW,ygfI,yggE,yghG,ygjK,yhaC,yhbO,yhbQ,yhcF,yhcH,yiaA,yiaB,yiaO,yibA,yibH,yidQ,yjeI,yjhC,yjiA,yjiM,yjiX,yjjU,ykfM,ykgM,ynhF,yoaA,yobF,yohC,yphB,yqcG,yqgF,yqiH,yqiJ,yraJ,yrfG,zinT,zraP,zraS,	cellular response to stress
GO:0070417	5	5	deaD,hscA,otsA,otsB,ves,	cellular response to cold
GO:0070415	6	2	otsA,otsB,	trehalose metabolism in response to cold stress
GO:0042262	5	1	sseA,	DNA protection
GO:0036460	5	9	acrZ,blr,dgcN,rcsF,ybaM,yobF,yqcG,zraP,zraS,	cellular response to cell envelope stress
GO:0071454	5	2	appA,pdeF,	cellular response to anoxia
GO:0009267	5	32	ahpC,appA,appY,argT,btsT,cstA,dcyD,gabP,iraM,iraP,leuB,mazG,mgtS,nfeF,nfuA,phoQ,phoR,phoU,psiE,relE,rhsD,rplK,ssuE,tas,tauA,tauB,tauC,uspC,waaH,yeaG,ykgM,zinT,	cellular response to starvation
GO:0016036	6	7	appA,appY,iraP,phoR,phoU,psiE,waaH,	cellular response to phosphate starvation
GO:0009970	6	3	ahpC,ssuE,tauA,	cellular response to sulfate starvation
GO:0010350	6	3	iraM,mgtS,phoQ,	cellular response to magnesium starvation
GO:0015968	6	1	rplK,	stringent response
GO:0006995	6	3	argT,gabP,yeaG,	cellular response to nitrogen starvation
GO:0034224	6	2	ykgM,zinT,	cellular response to zinc ion starvation
GO:0034198	6	3	leuB,relE,tas,	cellular response to amino acid starvation
GO:0010106	6	2	nfeF,nfuA,	cellular response to iron ion starvation
GO:0010438	6	4	dcyD,rhsD,tauB,tauC,	cellular response to sulfur starvation
GO:0034605	5	7	hslR,loiP,lon,miaA,phoU,yggE,yobF,	cellular response to heat
GO:0071456	5	1	ynhF,	cellular response to hypoxia
GO:0006974	5	266	ada,add,adhP,aidB,alaA,aldB,alkA,alkB,allR,argB,argF,arsC,asd,asnA,atl,betT,blc,bsmA,btsT,cas1,cho,cobU,cpdB,dam,dctA,deoA,deoB,deoC,deoD,dhaK,dhaM,dinB,dinD,dinG,dinI,dinQ,dnaN,dnaQ,dsdA,dsdX,efeB,elaB,emrE,emrK,emrY,entS,eutN,exoX,fdoG,fdoI,feoA,feoB,fepB,fimB,flgI,frdA,fsr,ftnA,fumB,gabP,gadW,gadX,glcD,glgA,glgB,glgX,glpK,glxR,gntR,gph,gpr,gsiB,hchA,helD,hisA,hokE,hprS,htpG,hupA,hyfC,hyfF,idi,insK,iraD,katE,kdgK,lamB,ldtD,lexA,ligA,ligB,lldP,lldR,malE,malF,mfd,mglA,mglC,mlaB,mmuM,modF,mug,mutH,mutL,mutM,mutS,mutT,mutY,nadE,nagE,nanK,narX,narY,nei,nfeR,nfi,nfo,nikE,nth,nudG,ogt,ompA,ompC,otsA,oxyR,paaJ,paoC,pdeD,pfkB,pflA,phr,polA,polB,priA,proQ,pstA,pstS,purA,purB,purD,purN,puuP,radA,radD,rbfA,rcnB,recA,recB,recC,recD,recF,recG,recJ,recN,recO,recQ,recR,recX,rep,rfbC,rfbX,rihC,rimK,rnhB,rnt,rtcB,rusA,rutE,ruvA,ruvB,ruvC,sbcB,sbcC,sbcD,sbmC,sgbU,solA,ssb,ssuE,sulA,symE,tag,thiH,tisB,treA,treC,udp,umuC,umuD,ung,uvrA,uvrB,uvrC,uvrD,uxuA,vsr,xthA,yaaY,yadC,yafN,yafO,yafP,yaiP,yajL,yajQ,ybaV,ybcM,ybfE,ybgI,ybhR,ybiJ,ybiX,ybjD,ybjX,ycdY,yceK,ycfL,ycgB,yciF,yciT,ycjU,ycjW,ydeM,ydhQ,ydiQ,ydiZ,ydjM,yeaD,yebG,yebK,yedF,yegP,yehB,yfbU,yfgI,ygcW,ygfI,yggE,yghG,ygjK,yhaC,yhbO,yhbQ,yhcF,yhcH,yiaA,yiaB,yiaO,yibA,yibH,yidQ,yjeI,yjhC,yjiA,yjiM,yjiX,yjjU,ykfM,yoaA,yohC,yphB,yqgF,yqiH,yqiJ,yraJ,yrfG,	cellular response to DNA damage stimulus
GO:0009432	6	29	cho,dinB,dinD,dinG,dinI,lexA,polB,recA,recF,recN,recQ,recX,rimK,ruvA,ruvB,ssb,sulA,symE,tisB,umuC,umuD,uvrA,uvrB,uvrC,uvrD,yafN,yafO,yafP,yebG,	SOS response
GO:0006281	6	86	ada,alkA,alkB,atl,cas1,cho,dam,dinB,dinG,dinI,dnaQ,exoX,gph,hchA,helD,lexA,ligA,ligB,mfd,modF,mug,mutH,mutL,mutM,mutS,mutT,mutY,nei,nfi,nfo,nth,nudG,ogt,phr,polA,polB,priA,radA,radD,recA,recB,recC,recD,recF,recG,recJ,recN,recO,recQ,recR,recX,rep,rnhB,rnt,rtcB,rusA,ruvA,ruvB,ruvC,sbcB,sbcC,sbcD,sgbU,ssb,tag,umuC,umuD,ung,uvrA,uvrB,uvrC,uvrD,vsr,xthA,yafN,yafO,yafP,yajL,ybaV,ybgI,ybjD,yebG,yegP,yhbO,yoaA,yrfG,	DNA repair
GO:0000726	7	1	nfo,	non-recombinational repair
GO:0006289	7	7	mfd,mutM,nei,uvrA,uvrB,uvrC,uvrD,	nucleotide-excision repair
GO:0006283	8	1	mfd,	transcription-coupled nucleotide-excision repair
GO:0045004	7	4	dnaQ,exoX,polB,rnt,	DNA replication proofreading
GO:0006284	7	9	alkA,mutM,mutY,nei,nfo,nth,polA,tag,ung,	base-excision repair
GO:0006301	7	4	dinB,umuC,umuD,yoaA,	postreplication repair
GO:0019985	8	3	dinB,umuC,umuD,	translesion synthesis
GO:0042276	9	1	dinB,	error-prone translesion synthesis
GO:0006298	7	10	dam,exoX,mutH,mutL,mutS,mutY,rnhB,ssb,uvrD,vsr,	mismatch repair
GO:0000725	7	12	helD,radA,recB,recC,recD,recN,rep,ruvA,ruvB,ruvC,ssb,uvrD,	recombinational repair
GO:0000724	8	4	recB,recC,recD,recN,	double-strand break repair via homologous recombination
GO:0036298	8	1	recN,	recombinational interstrand cross-link repair
GO:0006302	7	10	priA,radD,recB,recC,recD,recF,recN,recO,ybjD,yegP,	double-strand break repair
GO:0009408	4	60	bipA,clpB,clpP,clpS,degP,dnaJ,dnaK,dsbB,dtd,eutD,gloB,groL,groS,grpE,hflC,hflD,hflK,hflX,hslJ,hslO,hslR,hslU,hslV,hspQ,htpG,ibpA,ibpB,ldhA,loiP,lon,lsrR,marR,miaA,mngR,moaA,nudF,oppA,patZ,phoU,pncB,pnp,pspA,pykF,rhlE,rpoD,rpoH,slyD,sodA,ssuD,tig,ttdB,yajL,ybeY,yccX,yebS,yfcA,yggE,yhbO,yjaZ,yobF,	response to heat
GO:0009409	4	19	bipA,cspA,cspB,cspG,cspI,deaD,hscA,infC,lepA,lpxP,otsA,otsB,raiA,rbfA,rnr,ves,ybiT,ydfK,ynaE,	response to cold
GO:0042594	4	42	ahpC,appA,appY,argT,btsT,cspD,cstA,dcyD,ddpX,dps,gabP,glaH,gpp,iraM,iraP,leuB,mazG,mgtS,nfeF,nfuA,phoQ,phoR,phoU,psiE,relA,relE,rhsD,rplK,sanA,spoT,sspA,ssuE,tas,tauA,tauB,tauC,uspC,uspD,waaH,yeaG,ykgM,zinT,	response to starvation
GO:0090549	5	3	gabP,glaH,sanA,	response to carbon starvation
GO:0006970	4	43	aqpZ,betA,betB,betI,cpsB,cysG,emrE,flgH,ftsK,glrK,gshA,katE,kdpD,lepA,loiP,mscM,nhaA,opgG,opgH,osmC,osmE,osmF,osmY,otsA,otsB,phoQ,proP,proQ,proV,proW,proX,rcsC,rpoE,treA,treF,ubiG,uspC,ybdG,ybiO,yggT,yjjB,ynaI,yraP,	response to osmotic stress
GO:0006972	5	15	cpsB,gshA,katE,osmC,osmF,osmY,proP,proQ,proV,proW,proX,treA,treF,ubiG,yggT,	hyperosmotic response
GO:0042538	6	3	proP,proQ,ubiG,	hyperosmotic salinity response
GO:0071475	7	2	proP,proQ,	cellular hyperosmotic salinity response
GO:0071474	6	6	osmF,proP,proQ,treA,treF,yggT,	cellular hyperosmotic response
GO:0009651	5	8	ftsK,kdpD,lepA,nhaA,proP,proQ,ubiG,uspC,	response to salt stress
GO:0071472	6	3	kdpD,proP,proQ,	cellular response to salt stress
GO:0043157	6	1	nhaA,	response to cation stress
GO:0071470	5	15	glrK,kdpD,loiP,mscM,osmF,phoQ,proP,proQ,rcsC,treA,treF,ybdG,ybiO,yggT,ynaI,	cellular response to osmotic stress
GO:0007231	6	4	glrK,phoQ,proP,proQ,	osmosensory signaling pathway
GO:0007234	7	2	glrK,phoQ,	osmosensory signaling via phosphorelay pathway
GO:0071476	6	1	loiP,	cellular hypotonic response
GO:0006979	4	94	acnA,ahpC,ahpF,ariR,azoR,barA,bcp,blc,bsmA,btuE,ccp,clpA,cnoX,cysD,degP,efeO,fnr,fre,ftnA,ftsP,fumC,gor,gpmM,grxC,gstA,hcp,hslO,icd,iprA,iraD,katE,katG,lpd,mdtK,mltC,mntH,msrA,msrB,msrP,napF,nfuA,norV,norW,osmC,oxyR,patZ,pdeF,pgi,putA,qorA,rclA,rclB,rclC,rpmF,rseC,sodA,soxR,sseA,sufA,sufD,sufE,tatD,tktA,tpx,ubiH,uspE,uspF,wrbA,yaaA,yaaU,yajL,ybeQ,ybhJ,ychF,ychH,ydbK,ydeI,yfcF,yfcG,yfdK,yfdO,yfdS,yggE,yggX,ygiW,yhbO,yhcN,yidH,yjaA,yodD,yqhD,ytfE,ytfK,zinT,	response to oxidative stress
GO:0034599	5	27	bcp,cnoX,gor,grxC,iraD,katG,mdtK,mltC,mntH,msrA,norW,pdeF,pgi,qorA,tktA,tpx,uspE,yajL,ychH,ydeI,yggE,yggX,ygiW,yhcN,yjaA,yodD,zinT,	cellular response to oxidative stress
GO:0034614	6	14	katG,mdtK,norW,pdeF,tktA,uspE,ychH,ydeI,yggE,ygiW,yhcN,yjaA,yodD,zinT,	cellular response to reactive oxygen species
GO:0071732	7	1	norW,	cellular response to nitric oxide
GO:0070301	7	11	katG,pdeF,tktA,uspE,ychH,ydeI,ygiW,yhcN,yjaA,yodD,zinT,	cellular response to hydrogen peroxide
GO:0000302	5	32	ahpF,ariR,barA,blc,bsmA,ccp,fnr,gstA,hcp,katG,mdtK,msrP,norV,norW,pdeF,rclA,rclB,rclC,rpmF,tatD,tktA,uspE,ychH,ydeI,yfcF,yggE,ygiW,yhcN,yjaA,yodD,yqhD,zinT,	response to reactive oxygen species
GO:0071731	6	3	fnr,norV,norW,	response to nitric oxide
GO:0042542	6	19	ariR,barA,bsmA,ccp,gstA,hcp,katG,pdeF,tatD,tktA,uspE,ychH,ydeI,yfcF,ygiW,yhcN,yjaA,yodD,zinT,	response to hydrogen peroxide
GO:1901530	6	4	msrP,rclA,rclB,rclC,	response to hypochlorite
GO:0033194	5	4	ahpC,btuE,osmC,yaaA,	response to hydroperoxide
GO:0033195	6	1	ahpC,	response to alkyl hydroperoxide
GO:0051409	4	3	hmp,oxyR,ytfE,	response to nitrosative stress
GO:0071500	5	1	hmp,	cellular response to nitrosative stress
GO:0022610	2	46	bamA,cpxA,cpxR,csgA,csgB,csgE,csgF,csgG,elfA,elfG,fimA,fimF,fimG,fimH,fimI,fliD,htrE,nlpE,sfmA,sfmF,sfmH,uspF,yadC,yadK,yadL,yadM,yadN,yadV,ybgD,ybgO,ycbU,ycbV,ydeQ,ydeR,ydeS,yeeJ,yehA,yehD,yfcP,yfcQ,yfcR,yfcV,ygiL,yraH,yraK,znuA,	biological adhesion
GO:0007155	3	43	bamA,cpxA,cpxR,csgA,csgB,elfA,elfG,fimA,fimF,fimG,fimH,fimI,fliD,htrE,nlpE,sfmA,sfmF,sfmH,uspF,yadC,yadK,yadL,yadM,yadN,yadV,ybgD,ybgO,ycbU,ycbV,ydeQ,ydeR,ydeS,yeeJ,yehA,yehD,yfcP,yfcQ,yfcR,yfcV,ygiL,yraH,yraK,znuA,	cell adhesion
GO:0006791	2	4	dcyD,tcyJ,tcyL,tcyP,	sulfur utilization
GO:0009758	2	1	malX,	carbohydrate utilization
