# From GOs_lib_files/regulons_in_gos_v5.pl on Mon Jun 15 17:12:05 2020
# Input = GUs_Regulon10.6.3_groups_complex_regulons/Regulon10.6.3_network_complex_regulons.txt
# GOs_lib_files/gene_gos.txt
# GOs_lib_files/go_uniq_levels_extended.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
CRP_Fis_NtrC	GO:0006793	4	3	1	0.33	phosphorus metabolic process
CRP_Fis_NtrC	GO:0006796	5	3	1	0.33	phosphate-containing compound metabolic process
CRP_Fis_NtrC	GO:0016310	6	3	1	0.33	phosphorylation
CRP_Fis_NtrC	GO:0006468	7	3	1	0.33	protein phosphorylation
CRP_Fis_NtrC	GO:0018106	8	3	1	0.33	peptidyl-histidine phosphorylation
CRP_Fis_NtrC	GO:0046777	8	3	1	0.33	protein autophosphorylation
CRP_Fis_NtrC	GO:0023014	8	3	1	0.33	signal transduction by protein phosphorylation
CRP_Fis_NtrC	GO:0016311	6	3	1	0.33	dephosphorylation
CRP_Fis_NtrC	GO:0006470	7	3	1	0.33	protein dephosphorylation
CRP_Fis_NtrC	GO:0006807	3	3	1	0.33	nitrogen compound metabolic process
CRP_Fis_NtrC	GO:0019740	2	3	1	0.33	nitrogen utilization
CRP_Fis_NtrC	GO:0019676	3	3	1	0.33	ammonia assimilation cycle
CRP_FucR	GO:0008152	2	7	7	1.00	metabolic process
CRP_FucR	GO:0071704	3	7	7	1.00	organic substance metabolic process
CRP_FucR	GO:0005975	4	7	7	1.00	carbohydrate metabolic process
CRP_FucR	GO:0044262	4	7	1	0.14	cellular carbohydrate metabolic process
CRP_FucR	GO:0046835	5	7	1	0.14	carbohydrate phosphorylation
CRP_FucR	GO:0016052	5	7	3	0.43	carbohydrate catabolic process
CRP_FucR	GO:0046365	6	7	3	0.43	monosaccharide catabolic process
CRP_FucR	GO:0019323	7	7	3	0.43	pentose catabolic process
CRP_FucR	GO:0019568	8	7	3	0.43	arabinose catabolic process
CRP_FucR	GO:0019571	9	7	3	0.43	D-arabinose catabolic process
CRP_FucR	GO:0005996	5	7	7	1.00	monosaccharide metabolic process
CRP_FucR	GO:0019318	6	7	7	1.00	hexose metabolic process
CRP_FucR	GO:0019299	7	7	2	0.29	rhamnose metabolic process
CRP_FucR	GO:0019301	8	7	2	0.29	rhamnose catabolic process
CRP_FucR	GO:0006004	7	7	7	1.00	fucose metabolic process
CRP_FucR	GO:0042354	8	7	5	0.71	L-fucose metabolic process
CRP_FucR	GO:0042355	9	7	4	0.57	L-fucose catabolic process
CRP_FucR	GO:0019317	8	7	4	0.57	fucose catabolic process
CRP_FucR	GO:0044237	3	7	1	0.14	cellular metabolic process
CRP_FucR	GO:0006793	4	7	1	0.14	phosphorus metabolic process
CRP_FucR	GO:0006796	5	7	1	0.14	phosphate-containing compound metabolic process
CRP_FucR	GO:0016310	6	7	1	0.14	phosphorylation
CRP_FucR	GO:0055114	3	7	1	0.14	oxidation-reduction process
CRP_FucR	GO:0044238	3	7	7	1.00	primary metabolic process
CRP_Fur	GO:0008152	2	9	4	0.44	metabolic process
CRP_Fur	GO:0009058	3	9	3	0.33	biosynthetic process
CRP_Fur	GO:0044249	4	9	2	0.22	cellular biosynthetic process
CRP_Fur	GO:0051188	5	9	2	0.22	cofactor biosynthetic process
CRP_Fur	GO:0019290	5	9	2	0.22	siderophore biosynthetic process
CRP_Fur	GO:0044550	4	9	2	0.22	secondary metabolite biosynthetic process
CRP_Fur	GO:0044237	3	9	2	0.22	cellular metabolic process
CRP_Fur	GO:0055114	3	9	1	0.11	oxidation-reduction process
CRP_GalR_GalS_H-NS_HU	GO:0008152	2	4	4	1.00	metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0071704	3	4	4	1.00	organic substance metabolic process
CRP_GalR_GalS_H-NS_HU	GO:1901135	4	4	1	0.25	carbohydrate derivative metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0046377	5	4	1	0.25	colanic acid metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0009242	6	4	1	0.25	colanic acid biosynthetic process
CRP_GalR_GalS_H-NS_HU	GO:1901137	5	4	1	0.25	carbohydrate derivative biosynthetic process
CRP_GalR_GalS_H-NS_HU	GO:0005975	4	4	4	1.00	carbohydrate metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0044262	4	4	2	0.50	cellular carbohydrate metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0046835	5	4	2	0.50	carbohydrate phosphorylation
CRP_GalR_GalS_H-NS_HU	GO:0005996	5	4	4	1.00	monosaccharide metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0019318	6	4	4	1.00	hexose metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0006012	7	4	4	1.00	galactose metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0019388	8	4	4	1.00	galactose catabolic process
CRP_GalR_GalS_H-NS_HU	GO:0033499	9	4	4	1.00	galactose catabolic process via UDP-galactose
CRP_GalR_GalS_H-NS_HU	GO:0006006	7	4	1	0.25	glucose metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0044237	3	4	2	0.50	cellular metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0006793	4	4	2	0.50	phosphorus metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0006796	5	4	2	0.50	phosphate-containing compound metabolic process
CRP_GalR_GalS_H-NS_HU	GO:0016310	6	4	2	0.50	phosphorylation
CRP_GalR_GalS_H-NS_HU	GO:0044238	3	4	4	1.00	primary metabolic process
CRP_GlaR_H-NS_Lrp	GO:0008152	2	2	2	1.00	metabolic process
CRP_GlaR_H-NS_Lrp	GO:0055114	3	2	2	1.00	oxidation-reduction process
CRP_GlaR_H-NS_Lrp	GO:0050896	2	2	1	0.50	response to stimulus
CRP_GlaR_H-NS_Lrp	GO:0006950	3	2	1	0.50	response to stress
CRP_GlaR_H-NS_Lrp	GO:0042594	4	2	1	0.50	response to starvation
CRP_GlaR_H-NS_Lrp	GO:0090549	5	2	1	0.50	response to carbon starvation
CRP_GlaR_H-NS_Lrp_Nac	GO:0008152	2	3	3	1.00	metabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0055114	3	3	1	0.33	oxidation-reduction process
CRP_GlaR_H-NS_Lrp_Nac	GO:0044238	3	3	3	1.00	primary metabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0006520	4	3	3	1.00	cellular amino acid metabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0009448	5	3	3	1.00	gamma-aminobutyric acid metabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0009450	6	3	3	1.00	gamma-aminobutyric acid catabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:1901605	5	3	1	0.33	alpha-amino acid metabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0006591	6	3	1	0.33	ornithine metabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0042450	7	3	1	0.33	arginine biosynthetic process via ornithine
CRP_GlaR_H-NS_Lrp_Nac	GO:0009063	5	3	3	1.00	cellular amino acid catabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0006807	3	3	1	0.33	nitrogen compound metabolic process
CRP_GlaR_H-NS_Lrp_Nac	GO:0050896	2	3	1	0.33	response to stimulus
CRP_GlaR_H-NS_Lrp_Nac	GO:0006950	3	3	1	0.33	response to stress
CRP_GlaR_H-NS_Lrp_Nac	GO:0033554	4	3	1	0.33	cellular response to stress
CRP_GlaR_H-NS_Lrp_Nac	GO:0009267	5	3	1	0.33	cellular response to starvation
CRP_GlaR_H-NS_Lrp_Nac	GO:0006995	6	3	1	0.33	cellular response to nitrogen starvation
CRP_GlaR_H-NS_Lrp_Nac	GO:0006974	5	3	1	0.33	cellular response to DNA damage stimulus
CRP_GlaR_H-NS_Lrp_Nac	GO:0042594	4	3	1	0.33	response to starvation
CRP_GlaR_H-NS_Lrp_Nac	GO:0090549	5	3	1	0.33	response to carbon starvation
CRP_GlpR	GO:0008152	2	3	2	0.67	metabolic process
CRP_GlpR	GO:0071704	3	3	2	0.67	organic substance metabolic process
CRP_GlpR	GO:1901135	4	3	1	0.33	carbohydrate derivative metabolic process
CRP_GlpR	GO:0030388	5	3	1	0.33	fructose 1,6-bisphosphate metabolic process
CRP_GlpR	GO:0005975	4	3	2	0.67	carbohydrate metabolic process
CRP_GlpR	GO:0005996	5	3	1	0.33	monosaccharide metabolic process
CRP_GlpR	GO:0019318	6	3	1	0.33	hexose metabolic process
CRP_GlpR	GO:0006006	7	3	1	0.33	glucose metabolic process
CRP_GlpR	GO:0006094	8	3	1	0.33	gluconeogenesis
CRP_GlpR	GO:0044237	3	3	2	0.67	cellular metabolic process
CRP_GlpR	GO:0006793	4	3	2	0.67	phosphorus metabolic process
CRP_GlpR	GO:0006796	5	3	2	0.67	phosphate-containing compound metabolic process
CRP_GlpR	GO:0016310	6	3	1	0.33	phosphorylation
CRP_GlpR	GO:0016311	6	3	1	0.33	dephosphorylation
CRP_GlpR	GO:0044238	3	3	2	0.67	primary metabolic process
CRP_GlpR	GO:0050896	2	3	1	0.33	response to stimulus
CRP_GlpR	GO:0006950	3	3	1	0.33	response to stress
CRP_GlpR	GO:0033554	4	3	1	0.33	cellular response to stress
CRP_GlpR	GO:0006974	5	3	1	0.33	cellular response to DNA damage stimulus
CRP_GntR	GO:0008152	2	2	2	1.00	metabolic process
CRP_GntR	GO:0071704	3	2	1	0.50	organic substance metabolic process
CRP_GntR	GO:0005975	4	2	1	0.50	carbohydrate metabolic process
CRP_GntR	GO:0044262	4	2	1	0.50	cellular carbohydrate metabolic process
CRP_GntR	GO:0044275	5	2	1	0.50	cellular carbohydrate catabolic process
CRP_GntR	GO:0046176	6	2	1	0.50	aldonic acid catabolic process
CRP_GntR	GO:0046177	7	2	1	0.50	D-gluconate catabolic process
CRP_GntR	GO:0016052	5	2	1	0.50	carbohydrate catabolic process
CRP_GntR	GO:0044237	3	2	2	1.00	cellular metabolic process
CRP_GntR	GO:0044248	4	2	1	0.50	cellular catabolic process
CRP_GntR	GO:0006725	4	2	1	0.50	cellular aromatic compound metabolic process
CRP_GntR	GO:0006139	4	2	1	0.50	nucleobase-containing compound metabolic process
CRP_GntR	GO:0055086	5	2	1	0.50	nucleobase-containing small molecule metabolic process
CRP_GntR	GO:0009116	6	2	1	0.50	nucleoside metabolic process
CRP_GntR	GO:0009056	3	2	1	0.50	catabolic process
CRP_GntR	GO:0044238	3	2	2	1.00	primary metabolic process
CRP_GntR	GO:0015976	2	2	1	0.50	carbon utilization
CRP_GntR_IdnR	GO:0008152	2	7	5	0.71	metabolic process
CRP_GntR_IdnR	GO:0071704	3	7	5	0.71	organic substance metabolic process
CRP_GntR_IdnR	GO:0005975	4	7	5	0.71	carbohydrate metabolic process
CRP_GntR_IdnR	GO:0044262	4	7	5	0.71	cellular carbohydrate metabolic process
CRP_GntR_IdnR	GO:0044275	5	7	5	0.71	cellular carbohydrate catabolic process
CRP_GntR_IdnR	GO:0046176	6	7	5	0.71	aldonic acid catabolic process
CRP_GntR_IdnR	GO:0046177	7	7	2	0.29	D-gluconate catabolic process
CRP_GntR_IdnR	GO:0046183	7	7	4	0.57	L-idonate catabolic process
CRP_GntR_IdnR	GO:0016052	5	7	5	0.71	carbohydrate catabolic process
CRP_GntR_IdnR	GO:0044237	3	7	5	0.71	cellular metabolic process
CRP_GntR_IdnR	GO:0044248	4	7	5	0.71	cellular catabolic process
CRP_GntR_IdnR	GO:0006793	4	7	2	0.29	phosphorus metabolic process
CRP_GntR_IdnR	GO:0006796	5	7	2	0.29	phosphate-containing compound metabolic process
CRP_GntR_IdnR	GO:0016310	6	7	2	0.29	phosphorylation
CRP_GntR_IdnR	GO:0055114	3	7	2	0.29	oxidation-reduction process
CRP_GntR_IdnR	GO:0009056	3	7	5	0.71	catabolic process
CRP_GntR_IdnR	GO:0044238	3	7	5	0.71	primary metabolic process
CRP_GutM_H-NS_SrlR	GO:0008152	2	7	4	0.57	metabolic process
CRP_GutM_H-NS_SrlR	GO:0071704	3	7	1	0.14	organic substance metabolic process
CRP_GutM_H-NS_SrlR	GO:1901135	4	7	1	0.14	carbohydrate derivative metabolic process
CRP_GutM_H-NS_SrlR	GO:1901137	5	7	1	0.14	carbohydrate derivative biosynthetic process
CRP_GutM_H-NS_SrlR	GO:0009103	6	7	1	0.14	lipopolysaccharide biosynthetic process
CRP_GutM_H-NS_SrlR	GO:0005975	4	7	1	0.14	carbohydrate metabolic process
CRP_GutM_H-NS_SrlR	GO:0006629	4	7	1	0.14	lipid metabolic process
CRP_GutM_H-NS_SrlR	GO:0044255	4	7	1	0.14	cellular lipid metabolic process
CRP_GutM_H-NS_SrlR	GO:0008653	5	7	1	0.14	lipopolysaccharide metabolic process
CRP_GutM_H-NS_SrlR	GO:0008610	5	7	1	0.14	lipid biosynthetic process
CRP_GutM_H-NS_SrlR	GO:0044237	3	7	3	0.43	cellular metabolic process
CRP_GutM_H-NS_SrlR	GO:0006793	4	7	2	0.29	phosphorus metabolic process
CRP_GutM_H-NS_SrlR	GO:0006796	5	7	2	0.29	phosphate-containing compound metabolic process
CRP_GutM_H-NS_SrlR	GO:0016310	6	7	2	0.29	phosphorylation
CRP_GutM_H-NS_SrlR	GO:0055114	3	7	1	0.14	oxidation-reduction process
CRP_GutM_H-NS_SrlR	GO:0044238	3	7	1	0.14	primary metabolic process
CRP_H-NS_LacI	GO:0008152	2	3	1	0.33	metabolic process
CRP_H-NS_LacI	GO:0071704	3	3	1	0.33	organic substance metabolic process
CRP_H-NS_LacI	GO:0005975	4	3	1	0.33	carbohydrate metabolic process
CRP_H-NS_LacI	GO:0044238	3	3	1	0.33	primary metabolic process
CRP_H-NS_LeuO_SlyA	GO:0050896	2	7	1	0.14	response to stimulus
CRP_H-NS_LeuO_SlyA	GO:0006950	3	7	1	0.14	response to stress
CRP_H-NS_LeuO_SlyA	GO:0033554	4	7	1	0.14	cellular response to stress
CRP_H-NS_LeuO_SlyA	GO:0006974	5	7	1	0.14	cellular response to DNA damage stimulus
CRP_H-NS_LeuO_SlyA	GO:0006281	6	7	1	0.14	DNA repair
CRP_IHF	GO:0008152	2	4	3	0.75	metabolic process
CRP_IHF	GO:0071704	3	4	1	0.25	organic substance metabolic process
CRP_IHF	GO:0005975	4	4	1	0.25	carbohydrate metabolic process
CRP_IHF	GO:0005996	5	4	1	0.25	monosaccharide metabolic process
CRP_IHF	GO:0019318	6	4	1	0.25	hexose metabolic process
CRP_IHF	GO:0006006	7	4	1	0.25	glucose metabolic process
CRP_IHF	GO:0006007	8	4	1	0.25	glucose catabolic process
CRP_IHF	GO:0019595	9	4	1	0.25	non-phosphorylated glucose catabolic process
CRP_IHF	GO:0044237	3	4	2	0.50	cellular metabolic process
CRP_IHF	GO:0006793	4	4	2	0.50	phosphorus metabolic process
CRP_IHF	GO:0006796	5	4	2	0.50	phosphate-containing compound metabolic process
CRP_IHF	GO:0016310	6	4	1	0.25	phosphorylation
CRP_IHF	GO:0006468	7	4	1	0.25	protein phosphorylation
CRP_IHF	GO:0018106	8	4	1	0.25	peptidyl-histidine phosphorylation
CRP_IHF	GO:0046777	8	4	1	0.25	protein autophosphorylation
CRP_IHF	GO:0023014	8	4	1	0.25	signal transduction by protein phosphorylation
CRP_IHF	GO:0006753	6	4	1	0.25	nucleoside phosphate metabolic process
CRP_IHF	GO:0009117	7	4	1	0.25	nucleotide metabolic process
CRP_IHF	GO:0006163	8	4	1	0.25	purine nucleotide metabolic process
CRP_IHF	GO:0006164	9	4	1	0.25	purine nucleotide biosynthetic process
CRP_IHF	GO:0032261	10	4	1	0.25	purine nucleotide salvage
CRP_IHF	GO:0032263	11	4	1	0.25	GMP salvage
CRP_IHF	GO:0032264	11	4	1	0.25	IMP salvage
CRP_IHF	GO:0009152	10	4	1	0.25	purine ribonucleotide biosynthetic process
CRP_IHF	GO:0006177	11	4	1	0.25	GMP biosynthetic process
CRP_IHF	GO:0006188	11	4	1	0.25	IMP biosynthetic process
CRP_IHF	GO:0009165	8	4	1	0.25	nucleotide biosynthetic process
CRP_IHF	GO:0016311	6	4	1	0.25	dephosphorylation
CRP_IHF	GO:0006470	7	4	1	0.25	protein dephosphorylation
CRP_IHF	GO:0006725	4	4	1	0.25	cellular aromatic compound metabolic process
CRP_IHF	GO:0006139	4	4	1	0.25	nucleobase-containing compound metabolic process
CRP_IHF	GO:0055086	5	4	1	0.25	nucleobase-containing small molecule metabolic process
CRP_IHF	GO:0009116	6	4	1	0.25	nucleoside metabolic process
CRP_IHF	GO:0055114	3	4	1	0.25	oxidation-reduction process
CRP_IHF	GO:0044238	3	4	2	0.50	primary metabolic process
CRP_IHF_PaaX_SlyA	GO:0008152	2	11	11	1.00	metabolic process
CRP_IHF_PaaX_SlyA	GO:0071704	3	11	4	0.36	organic substance metabolic process
CRP_IHF_PaaX_SlyA	GO:0006629	4	11	4	0.36	lipid metabolic process
CRP_IHF_PaaX_SlyA	GO:0044255	4	11	4	0.36	cellular lipid metabolic process
CRP_IHF_PaaX_SlyA	GO:0006631	5	11	4	0.36	fatty acid metabolic process
CRP_IHF_PaaX_SlyA	GO:0009062	6	11	3	0.27	fatty acid catabolic process
CRP_IHF_PaaX_SlyA	GO:0006635	7	11	3	0.27	fatty acid beta-oxidation
CRP_IHF_PaaX_SlyA	GO:0019395	6	11	3	0.27	fatty acid oxidation
CRP_IHF_PaaX_SlyA	GO:0044237	3	11	11	1.00	cellular metabolic process
CRP_IHF_PaaX_SlyA	GO:0044248	4	11	11	1.00	cellular catabolic process
CRP_IHF_PaaX_SlyA	GO:0019439	5	11	11	1.00	aromatic compound catabolic process
CRP_IHF_PaaX_SlyA	GO:0010124	6	11	11	1.00	phenylacetate catabolic process
CRP_IHF_PaaX_SlyA	GO:0009407	5	11	11	1.00	toxin catabolic process
CRP_IHF_PaaX_SlyA	GO:0006725	4	11	11	1.00	cellular aromatic compound metabolic process
CRP_IHF_PaaX_SlyA	GO:0006091	4	11	1	0.09	generation of precursor metabolites and energy
CRP_IHF_PaaX_SlyA	GO:0022900	4	11	1	0.09	electron transport chain
CRP_IHF_PaaX_SlyA	GO:0055114	3	11	3	0.27	oxidation-reduction process
CRP_IHF_PaaX_SlyA	GO:0009056	3	11	11	1.00	catabolic process
CRP_IHF_PaaX_SlyA	GO:0044238	3	11	4	0.36	primary metabolic process
CRP_IHF_PaaX_SlyA	GO:0050896	2	11	1	0.09	response to stimulus
CRP_IHF_PaaX_SlyA	GO:0006950	3	11	1	0.09	response to stress
CRP_IHF_PaaX_SlyA	GO:0033554	4	11	1	0.09	cellular response to stress
CRP_IHF_PaaX_SlyA	GO:0006974	5	11	1	0.09	cellular response to DNA damage stimulus
CRP_IHF_UlaR	GO:0008152	2	6	5	0.83	metabolic process
CRP_IHF_UlaR	GO:0071704	3	6	3	0.50	organic substance metabolic process
CRP_IHF_UlaR	GO:0005975	4	6	3	0.50	carbohydrate metabolic process
CRP_IHF_UlaR	GO:0016052	5	6	3	0.50	carbohydrate catabolic process
CRP_IHF_UlaR	GO:0046365	6	6	3	0.50	monosaccharide catabolic process
CRP_IHF_UlaR	GO:0019854	7	6	3	0.50	L-ascorbic acid catabolic process
CRP_IHF_UlaR	GO:0019323	7	6	1	0.17	pentose catabolic process
CRP_IHF_UlaR	GO:0005996	5	6	3	0.50	monosaccharide metabolic process
CRP_IHF_UlaR	GO:0019852	6	6	3	0.50	L-ascorbic acid metabolic process
CRP_IHF_UlaR	GO:0044237	3	6	2	0.33	cellular metabolic process
CRP_IHF_UlaR	GO:0006793	4	6	2	0.33	phosphorus metabolic process
CRP_IHF_UlaR	GO:0006796	5	6	2	0.33	phosphate-containing compound metabolic process
CRP_IHF_UlaR	GO:0016310	6	6	2	0.33	phosphorylation
CRP_IHF_UlaR	GO:0044238	3	6	3	0.50	primary metabolic process
CRP_IHF_YiaJ	GO:0008152	2	10	5	0.50	metabolic process
CRP_IHF_YiaJ	GO:0071704	3	10	4	0.40	organic substance metabolic process
CRP_IHF_YiaJ	GO:0005975	4	10	4	0.40	carbohydrate metabolic process
CRP_IHF_YiaJ	GO:0044262	4	10	1	0.10	cellular carbohydrate metabolic process
CRP_IHF_YiaJ	GO:0046835	5	10	1	0.10	carbohydrate phosphorylation
CRP_IHF_YiaJ	GO:0016052	5	10	2	0.20	carbohydrate catabolic process
CRP_IHF_YiaJ	GO:0046365	6	10	2	0.20	monosaccharide catabolic process
CRP_IHF_YiaJ	GO:0019854	7	10	1	0.10	L-ascorbic acid catabolic process
CRP_IHF_YiaJ	GO:0019323	7	10	1	0.10	pentose catabolic process
CRP_IHF_YiaJ	GO:0019568	8	10	1	0.10	arabinose catabolic process
CRP_IHF_YiaJ	GO:0019572	9	10	1	0.10	L-arabinose catabolic process
CRP_IHF_YiaJ	GO:0005996	5	10	3	0.30	monosaccharide metabolic process
CRP_IHF_YiaJ	GO:0019852	6	10	2	0.20	L-ascorbic acid metabolic process
CRP_IHF_YiaJ	GO:0044237	3	10	1	0.10	cellular metabolic process
CRP_IHF_YiaJ	GO:0006793	4	10	1	0.10	phosphorus metabolic process
CRP_IHF_YiaJ	GO:0006796	5	10	1	0.10	phosphate-containing compound metabolic process
CRP_IHF_YiaJ	GO:0016310	6	10	1	0.10	phosphorylation
CRP_IHF_YiaJ	GO:0055114	3	10	1	0.10	oxidation-reduction process
CRP_IHF_YiaJ	GO:0044238	3	10	4	0.40	primary metabolic process
CRP_IHF_YiaJ	GO:0050896	2	10	2	0.20	response to stimulus
CRP_IHF_YiaJ	GO:0006950	3	10	2	0.20	response to stress
CRP_IHF_YiaJ	GO:0033554	4	10	2	0.20	cellular response to stress
CRP_IHF_YiaJ	GO:0006974	5	10	2	0.20	cellular response to DNA damage stimulus
CRP_IHF_YiaJ	GO:0006281	6	10	1	0.10	DNA repair
CRP_Lrp	GO:0008152	2	4	4	1.00	metabolic process
CRP_Lrp	GO:0009058	3	4	1	0.25	biosynthetic process
CRP_Lrp	GO:0044249	4	4	1	0.25	cellular biosynthetic process
CRP_Lrp	GO:0051188	5	4	1	0.25	cofactor biosynthetic process
CRP_Lrp	GO:0009108	6	4	1	0.25	coenzyme biosynthetic process
CRP_Lrp	GO:0042823	7	4	1	0.25	pyridoxal phosphate biosynthetic process
CRP_Lrp	GO:0008615	6	4	1	0.25	pyridoxine biosynthetic process
CRP_Lrp	GO:0044237	3	4	2	0.50	cellular metabolic process
CRP_Lrp	GO:0006725	4	4	1	0.25	cellular aromatic compound metabolic process
CRP_Lrp	GO:0009072	5	4	1	0.25	aromatic amino acid family metabolic process
CRP_Lrp	GO:0009073	6	4	1	0.25	aromatic amino acid family biosynthetic process
CRP_Lrp	GO:0055114	3	4	2	0.50	oxidation-reduction process
CRP_Lrp	GO:0019480	4	4	2	0.50	L-alanine oxidation to pyruvate via D-alanine
CRP_Lrp	GO:0044238	3	4	3	0.75	primary metabolic process
CRP_Lrp	GO:0006520	4	4	3	0.75	cellular amino acid metabolic process
CRP_Lrp	GO:1901605	5	4	1	0.25	alpha-amino acid metabolic process
CRP_Lrp	GO:0046416	6	4	1	0.25	D-amino acid metabolic process
CRP_Lrp	GO:0019478	7	4	1	0.25	D-amino acid catabolic process
CRP_Lrp	GO:0055130	8	4	1	0.25	D-alanine catabolic process
CRP_Lrp	GO:0008652	5	4	2	0.50	cellular amino acid biosynthetic process
CRP_LsrR	GO:0008152	2	7	3	0.43	metabolic process
CRP_LsrR	GO:0071704	3	7	1	0.14	organic substance metabolic process
CRP_LsrR	GO:0005975	4	7	1	0.14	carbohydrate metabolic process
CRP_LsrR	GO:0032259	3	7	1	0.14	methylation
CRP_LsrR	GO:0044237	3	7	1	0.14	cellular metabolic process
CRP_LsrR	GO:0006793	4	7	1	0.14	phosphorus metabolic process
CRP_LsrR	GO:0006796	5	7	1	0.14	phosphate-containing compound metabolic process
CRP_LsrR	GO:0016310	6	7	1	0.14	phosphorylation
CRP_LsrR	GO:0055114	3	7	1	0.14	oxidation-reduction process
CRP_LsrR	GO:0044238	3	7	1	0.14	primary metabolic process
CRP_LsrR	GO:0050896	2	7	1	0.14	response to stimulus
CRP_LsrR	GO:0006950	3	7	1	0.14	response to stress
CRP_LsrR	GO:0009408	4	7	1	0.14	response to heat
CRP_MalI	GO:0008152	2	3	2	0.67	metabolic process
CRP_MalI	GO:0009058	3	3	1	0.33	biosynthetic process
CRP_MalI	GO:0044237	3	3	2	0.67	cellular metabolic process
CRP_MalI	GO:0006790	4	3	1	0.33	sulfur compound metabolic process
CRP_MalI	GO:0000096	5	3	1	0.33	sulfur amino acid metabolic process
CRP_MalI	GO:0006555	6	3	1	0.33	methionine metabolic process
CRP_MalI	GO:0009086	7	3	1	0.33	methionine biosynthetic process
CRP_MalI	GO:0006793	4	3	1	0.33	phosphorus metabolic process
CRP_MalI	GO:0006796	5	3	1	0.33	phosphate-containing compound metabolic process
CRP_MalI	GO:0016310	6	3	1	0.33	phosphorylation
CRP_MalI	GO:0044238	3	3	1	0.33	primary metabolic process
CRP_MalI	GO:0006520	4	3	1	0.33	cellular amino acid metabolic process
CRP_MalI	GO:0008652	5	3	1	0.33	cellular amino acid biosynthetic process
CRP_MalI	GO:0009758	2	3	1	0.33	carbohydrate utilization
CRP_MalT	GO:0050896	2	3	1	0.33	response to stimulus
CRP_MalT	GO:0006950	3	3	1	0.33	response to stress
CRP_MalT	GO:0033554	4	3	1	0.33	cellular response to stress
CRP_MalT	GO:0006974	5	3	1	0.33	cellular response to DNA damage stimulus
CRP_MelR	GO:0008152	2	3	1	0.33	metabolic process
CRP_MelR	GO:0071704	3	3	1	0.33	organic substance metabolic process
CRP_MelR	GO:0005975	4	3	1	0.33	carbohydrate metabolic process
CRP_MelR	GO:0055114	3	3	1	0.33	oxidation-reduction process
CRP_MelR	GO:0044238	3	3	1	0.33	primary metabolic process
CRP_MhpR	GO:0008152	2	6	6	1.00	metabolic process
CRP_MhpR	GO:0044237	3	6	6	1.00	cellular metabolic process
CRP_MhpR	GO:0044248	4	6	6	1.00	cellular catabolic process
CRP_MhpR	GO:0019439	5	6	6	1.00	aromatic compound catabolic process
CRP_MhpR	GO:0019622	6	6	3	0.50	3-(3-hydroxy)phenylpropionate catabolic process
CRP_MhpR	GO:0046271	6	6	1	0.17	phenylpropanoid catabolic process
CRP_MhpR	GO:0019380	6	6	6	1.00	3-phenylpropionate catabolic process
CRP_MhpR	GO:0017001	5	6	6	1.00	antibiotic catabolic process
CRP_MhpR	GO:0006725	4	6	6	1.00	cellular aromatic compound metabolic process
CRP_MhpR	GO:0055114	3	6	3	0.50	oxidation-reduction process
CRP_MhpR	GO:0009056	3	6	6	1.00	catabolic process
CRP_Mlc	GO:0008152	2	2	2	1.00	metabolic process
CRP_Mlc	GO:0071704	3	2	1	0.50	organic substance metabolic process
CRP_Mlc	GO:0005975	4	2	1	0.50	carbohydrate metabolic process
CRP_Mlc	GO:0009058	3	2	1	0.50	biosynthetic process
CRP_Mlc	GO:0044249	4	2	1	0.50	cellular biosynthetic process
CRP_Mlc	GO:0051188	5	2	1	0.50	cofactor biosynthetic process
CRP_Mlc	GO:0009108	6	2	1	0.50	coenzyme biosynthetic process
CRP_Mlc	GO:0009102	6	2	1	0.50	biotin biosynthetic process
CRP_Mlc	GO:0044237	3	2	1	0.50	cellular metabolic process
CRP_Mlc	GO:0006790	4	2	1	0.50	sulfur compound metabolic process
CRP_Mlc	GO:0006768	5	2	1	0.50	biotin metabolic process
CRP_Mlc	GO:0044238	3	2	1	0.50	primary metabolic process
CRP_MurR	GO:0008152	2	2	2	1.00	metabolic process
CRP_MurR	GO:0071704	3	2	1	0.50	organic substance metabolic process
CRP_MurR	GO:1901135	4	2	1	0.50	carbohydrate derivative metabolic process
